First Priority,Second Priority,Third Priority,Score,Year
BPEDD,BSN,BSHM,122,2018
BSBA-FM,BSBA-OM,BSTM,122,2018
BSBio,AB Pol Sci,BSN,122,2018
BSEMC,BSIT,BAJ,122,2018
BSN,BSBio,ABFL,122,2018
BSN,BSBio,BSBA-FM,122,2018
BSBio,BSCS,BSEMC,122,2018
BSBio,BSN,ABELS,122,2018
BSBA-FM,BSBio,NONE,122,2018
BSN,BSBA-FM,BSDC,122,2018
BSBio,NONE,NONE,122,2018
BSN,BSBio,BSTM,122,2018
BSNED-Gen,BSBio,BAB,122,2018
BSN,BSBA-FM,BAJ,121,2018
BSN,BSBio,NONE,121,2018
BSN,BSBio,AB Pol Sci,121,2018
ABFL,ABELS,BAJ,121,2018
BSBio,BSN,NONE,121,2018
BSBio,BSED-Sci,BSED-Math,121,2018
BAJ,ABELS,BAB,121,2018
BSAM,BSIT,BSCS,121,2018
BSBio,BSED-Sci,BSED-Fil,121,2018
ABFL,BSBio,BSCS,121,2018
AB Pol Sci,BSBA-FM,BPA,121,2018
AB Pol Sci,BSCS,BSDC,121,2018
AB Pol Sci,BSBio,ABELS,121,2018
AB Pol Sci,BSBio,ABELS,121,2018
BSN,BSBio,BSAM,121,2018
BSED-Soc Stud,AB Pol Sci,BSED-Sci,121,2018
BSN,BSBio,ABELS,121,2018
BSED-Eng,BSED-Sci,ABFL,121,2018
BSED-Eng,BAB,BSED-Soc Stud,121,2018
BSAM,BAJ,ABELS,121,2018
BSN,BSEMC,AB Pol Sci,121,2018
BSN,BSBio,AB Pol Sci,121,2018
BSED-Sci,BSED-Math,BSBio,121,2018
BSN,BSBio,AB Pol Sci,121,2018
BSBA-FM,BSED-Fil,BSTM,121,2018
BSIT,BSIT,BSHM,121,2018
ABELS,AB Pol Sci,BAB,121,2018
BSBA-FM,BSAM,BSCM,121,2018
BSN,NONE,NONE,121,2018
BSBio,BSN,BSCS,121,2018
BSBA-FM,BSIT,BSBio,121,2018
BSN,BSBio,ABFL,121,2018
BSN,BSBio,BEED,121,2018
BSN,BSBio,BSNED-TDHL,121,2018
BSBA-FM,BSTM,BSIT,121,2018
BSN,BPEDD,BSBio,121,2018
BSN,BSESS,BSBio,121,2018
BSBA-FM,ABFL,NONE,121,2018
BSN,BSBio,NONE,121,2018
BSN,BSAM,BSBio,121,2018
BSBio,BSN,BSCS,121,2018
BSBio,BSN,BEED,121,2018
BSN,BSIT,BSCS,121,2018
BSCS,BSIT,ABELS,121,2018
BSBio,BSN,BAJ,121,2018
BSN,BSBio,BSTM,121,2018
BSN,BSBio,AB Pol Sci,121,2018
BSN,BSBio,AB Pol Sci,121,2018
BSBA-FM,AB Pol Sci,BSBio,121,2018
BSDC,BSN,BSED-Eng,121,2018
BSN,BSBio,BPA,121,2018
BSAM,BSBA-FM,BPA,121,2018
BSN,BSBio,BSEMC,121,2018
BSBio,BSDC,BSTM,121,2018
BSED-Eng,BSED-Sci,ABFL,120,2018
BSBio,BSN,BSAM,120,2018
BSN,BAB,BSIT,120,2018
BSN,BSESS,BSBio,120,2018
BSN,BSBio,BSHM,120,2018
AB Pol Sci,BAJ,BAB,120,2018
BSED-Sci,BSBio,BSN,120,2018
AB Pol Sci,BSCS,BSN,120,2018
AB Pol Sci,BAB,BSDC,120,2018
BSBA-FM,BSAM,BSBio,120,2018
BSN,BSBio,NONE,120,2018
BSBio,BSN,BSAM,120,2018
BSAM,BSED-Math,BSNED-Gen,120,2018
BSBio,BSBA-FM,BSED-Sci,120,2018
BSN,BSBio,BSED-Sci,120,2018
BSIT,BSBA-OM,BSBio,120,2018
BSBA-FM,BSBA-OM,BSTM,120,2018
BSIT,AB Pol Sci,BSCS,120,2018
BSN,BSBA-FM,BSBio,120,2018
BSN,BSCM,AB Pol Sci,120,2018
BSN,BSBio,NONE,120,2018
BSN,BSBio,BSDC,120,2018
BSN,BSBio,BSAM,120,2018
BSBio,BSN,BSAM,120,2018
BSN,BSBio,ABFL,120,2018
BSN,NONE,NONE,120,2018
BSBio,BSN,AB Pol Sci,120,2018
BSN,BSBio,ABELS,120,2018
BSBA-FM,BSIT,AB Pol Sci,120,2018
ABFL,BSED-Soc Stud,BSDC,120,2018
BSN,BSAM,NONE,120,2018
BSN,BSBio,NONE,120,2018
BSN,BSIT,BSBio,120,2018
BSBA-FM,BSBA-OM,BSAM,120,2018
BSN,BSED-Sci,BEED,120,2018
BSN,BSBio,ABFL,120,2018
BSBio,BSBA-FM,BSTM,120,2018
BSN,BSBio,BSIT,120,2018
BSBio,BSN,BSCS,120,2018
BSBA-FM,BSBio,BSN,120,2018
BSN,BSBio,BSAM,120,2018
BSAM,BSED-Math,BSBA-FM,120,2018
BSN,BSBio,BSED-Sci,119,2018
BSBio,BSN,NONE,119,2018
BSN,BAJ,BSIT,119,2018
BSBA-OM,BSBio,ABELS,119,2018
ABELS,ABFL,BEED,119,2018
BSED-Eng,BEED,ABELS,119,2018
BSDC,BAJ,BSTM,119,2018
BSBio,AB Pol Sci,BSIT,119,2018
BAJ,BSN,BSDC,119,2018
BSEMC,BSIT,BSDC,119,2018
AB Pol Sci,BSN,BAJ,119,2018
AB Pol Sci,ABELS,BAJ,119,2018
AB Pol Sci,BAJ,BSED-Soc Stud,119,2018
BSN,AB Pol Sci,BSNED-TDHL,119,2018
BSBA-FM,BSCM,ABFL,119,2018
BSBA-FM,BSBA-OM,BSTM,119,2018
BSN,BSBio,BSCS,119,2018
BSCS,BSAM,BSTM,119,2018
BSN,BSBA-OM,BSED-Soc Stud,119,2018
BSN,AB Pol Sci,BAJ,119,2018
BSIT,BSCS,BSBA-OM,119,2018
BSN,BSBio,AB Pol Sci,119,2018
BSBio,BSN,BSAM,119,2018
BSBio,BSN,NONE,119,2018
BSBio,BSN,BSAM,119,2018
BSBA-FM,BSAM,BSBA-OM,119,2018
BSBio,ABFL,BLIS,119,2018
BSN,BSBio,BAJ,119,2018
BSN,BSBio,BSAM,119,2018
ABFL,BSDC,ABELS,119,2018
BSN,BSTM,BSIT,119,2018
BSN,BSBio,NONE,119,2018
BSCS,BSN,BSBio,119,2018
BSN,BSCS,BSBio,119,2018
BSN,BSBio,BSIT,119,2018
BSBA-FM,BSCS,BSIT,119,2018
BSBio,BSN,NONE,119,2018
BSBA-OM,BSBA-FM,BSDC,119,2018
BSBio,BLIS,BSN,119,2018
BSBio,NONE,BSCS,119,2018
BSN,BSED-Eng,NONE,119,2018
BSN,BSBio,BSIT,119,2018
BSED-Sci,BSED-Soc Stud,BSEMC,119,2018
BSAM,BSCS,ABFL,119,2018
BSBio,NONE,BSN,119,2018
BSN,BSBio,BSED-Math,118,2018
BSAM,BSBA-FM,BAJ,118,2018
BSN,BSBio,BAB,118,2018
BSBio,BSED-Sci,BSESS,118,2018
BSCS,BSIT,AB Pol Sci,118,2018
BSIT,BSIS,BSCS,118,2018
AB Pol Sci,BSCS,BSTM,118,2018
BSBA-FM,BSTM,AB Pol Sci,118,2018
BSN,BSBio,BSHM,118,2018
BSED-Math,BSED-Soc Stud,BEED,118,2018
BSN,BSTM,AB Pol Sci,118,2018
BSHM,BSTM,NONE,118,2018
BSN,BSCS,BSIT,118,2018
BSN,BSBio,AB Pol Sci,118,2018
BSBA-FM,BSAM,BSIT,118,2018
BSN,BSBio,BSDC,118,2018
BSN,BSIT,BAJ,118,2018
BSBio,AB Pol Sci,ABELS,118,2018
BSBio,BSN,NONE,118,2018
BSN,NONE,NONE,118,2018
ABELS,ABFL,AB Pol Sci,118,2018
BSN,BSBA-FM,BSAM,118,2018
BSBio,BSN,BSED-Sci,118,2018
BSBio,BSCS,BSIT,118,2018
BSN,AB Pol Sci,BSBio,118,2018
BSBA-OM,BSBA-FM,BSCM,118,2018
BSN,BSBio,ABFL,118,2018
BSN,BSBio,BSAM,118,2018
BSN,BSBio,BSTM,118,2018
BSBio,BSTM,AB Pol Sci,118,2018
BSN,BSBio,AB Pol Sci,118,2018
BSN,BSBio,BSCS,118,2018
BSN,BSBio,BSBA-OM,118,2018
BSBio,BSN,ABELS,118,2018
BSN,BSBio,ABFL,118,2018
BSBA-FM,BSBA-OM,BAJ,118,2018
BSN,BSBio,NONE,118,2018
BSBio,BSCS,BSN,118,2018
BSN,BSIT,BSIS,118,2018
BSN,BSBA-FM,BSAM,118,2018
BSBio,BSN,NONE,118,2018
BSBio,BSN,BAJ,118,2018
BSN,BSBio,BSED-Sci,118,2018
ABFL,AB Pol Sci,BPA,118,2018
BSBio,BSAM,ABFL,118,2018
BSED-Sci,BSBio,BAB,117,2018
BSBio,BSCS,BSED-Sci,117,2018
BSAM,BSN,BSIT,117,2018
BSED-Soc Stud,BSED-Eng,BSED-Sci,117,2018
BSED-Math,BSED-Soc Stud,BEED,117,2018
BSN,BSBio,AB Pol Sci,117,2018
ABFL,BSHM,BSBio,117,2018
BSAM,BSED-Math,BEED,117,2018
BSBio,AB Pol Sci,BEED,117,2018
AB Pol Sci,ABELS,ABFL,117,2018
AB Pol Sci,ABFL,BSDC,117,2018
AB Pol Sci,NONE,NONE,117,2018
BSBio,BSN,BSBA-FM,117,2018
BSED-Eng,BSBA-FM,BECEd,117,2018
BSN,BAJ,BSBio,117,2018
BSN,BSBio,BSAM,117,2018
BSN,BSBio,BSTM,117,2018
BSBio,BSN,BSCS,117,2018
BSBA-FM,ABELS,AB Pol Sci,117,2018
BSN,BSBio,AB Pol Sci,117,2018
BSBA-FM,BSAM,ABFL,117,2018
BSTM,BSHM,BSBA-FM,117,2018
BSTM,BSHM,ABFL,117,2018
BSN,BSBio,BSED-Soc Stud,117,2018
BSN,BSBio,BSDC,117,2018
BSN,BSBio,BPA,117,2018
BSED-Fil,BSHM,BSN,117,2018
BSN,BSBio,BPA,117,2018
BSBio,BSN,NONE,117,2018
BSN,BSBio,BSED-Sci,117,2018
BSN,BSAM,BSED-Sci,117,2018
BSBio,BSN,NONE,117,2018
BSBA-FM,BSBA-OM,NONE,117,2018
BSBio,BSN,BSTM,117,2018
BSBio,BSN,BECEd,117,2018
ABELS,BAB,BAJ,117,2018
BSIT,BSCS,BAB,117,2018
BSBA-FM,AB Pol Sci,BSIT,117,2018
BSED-Eng,ABELS,ABFL,117,2018
BSN,BSBio,BPEDD,117,2018
BSBio,BSN,BSAM,117,2018
BSED-Eng,BSED-Math,BPEDD,117,2018
BSBA-FM,BSED-Math,BSIT,117,2018
BSAM,BSCS,BSIT,117,2018
BSN,BSCS,ABFL,117,2018
BSN,BSBio,NONE,117,2018
BSHM,BSTM,BSBA-FM,117,2018
BSN,BSBio,BSTM,117,2018
BSBio,BSN,NONE,117,2018
BEED,BSED-Eng,ABELS,117,2018
BSN,BSBio,BSHM,117,2018
BSN,BSBio,BSBA-FM,117,2018
BSN,BAB,BSTM,117,2018
BSN,BSBio,BSTM,117,2018
BSN,BSBio,BSIT,117,2018
ABELS,BSBio,BSN,117,2018
BSTM,BSBA-FM,ABFL,117,2018
BSBio,BSN,BSBA-FM,117,2018
BSN,BSBio,BSAM,117,2018
BSN,BSHM,NONE,117,2018
BSBA-FM,BSAM,BSTM,116,2018
BEED,BSED-Fil,BSED-Math,116,2018
BAJ,AB Pol Sci,ABELS,116,2018
BAB,ABFL,BPA,116,2018
BSBA-OM,BSBA-FM,BSTM,116,2018
BSBA-FM,BSED-Math,BSED-Eng,116,2018
BSBio,BSN,BSED-Sci,116,2018
BSED-Sci,BEED,BSBio,116,2018
BSN,BSBio,BSAM,116,2018
BSED-Soc Stud,ABELS,BEED,116,2018
BSN,BSBio,BSAM,116,2018
BSN,BSBA-FM,BSBio,116,2018
BSED-Soc Stud,AB Pol Sci,BSBA-FM,116,2018
BLIS,ABFL,BSIS,116,2018
BSN,BSAM,BSED-Sci,116,2018
BSAM,BSN,BSBA-FM,116,2018
BSBio,BSN,BSTM,116,2018
BSN,BAJ,ABELS,116,2018
BSHM,BSCS,BSBA-FM,116,2018
BSBA-OM,BSBA-FM,BSIT,116,2018
BSBio,BSED-Sci,BEED,116,2018
BSTM,ABFL,BSED-Eng,116,2018
BSN,BSCS,BSIT,116,2018
BSN,BSBio,NONE,116,2018
BSN,BSBio,BSCS,116,2018
BSBio,BSN,BSED-Sci,116,2018
BSN,BSBio,BSCS,116,2018
BAB,AB Pol Sci,BSDC,116,2018
BSBio,BSN,BSBA-FM,116,2018
BSBA-FM,BSIT,AB Pol Sci,116,2018
BSN,BSAM,BSBA-FM,116,2018
BSBio,BSED-Sci,BLIS,116,2018
BSN,BSBio,ABFL,116,2018
BSN,BSTM,BSBio,116,2018
BSBio,BSTM,BSNED-TDHL,116,2018
BSBio,BSIT,BSEMC,116,2018
BSIT,BPEDD,BSED-Fil,116,2018
BSN,AB Pol Sci,BSBio,116,2018
BSN,NONE,NONE,116,2018
BSAM,BSBA-FM,BSN,116,2018
BSN,BSBio,BSHM,116,2018
BSBA-FM,AB Pol Sci,BAB,116,2018
BSIT,BSED-Sci,BSIS,116,2018
BSBio,BSTM,BSBA-FM,116,2018
BSBA-FM,BSBA-OM,BSCM,116,2018
BSN,BSBio,BSTM,116,2018
BSN,BSBio,BSCS,116,2018
BSN,BSBio,BEED,116,2018
BSBio,BSN,AB Pol Sci,116,2018
BAJ,BSIT,BSN,115,2018
ABFL,BAJ,BCAED,115,2018
BSEMC,ABELS,BSTM,115,2018
ABFL,BSTM,BSBA-FM,115,2018
BSNED-Gen,BECEd,BEED,115,2018
BSBio,BSN,ABFL,115,2018
BSN,BSBio,AB Pol Sci,115,2018
BSN,BSBio,BSBA-FM,115,2018
AB Pol Sci,BSBA-FM,BSED-Soc Stud,115,2018
AB Pol Sci,BAB,ABELS,115,2018
AB Pol Sci,BAB,BPA,115,2018
BSBio,BSN,AB Pol Sci,115,2018
BAB,AB Pol Sci,BSTM,115,2018
BSBio,BSED-Soc Stud,BSAM,115,2018
BAB,BSED-Eng,AB Pol Sci,115,2018
BSIT,BSCS,BSIS,115,2018
BSN,NONE,NONE,115,2018
BSN,BSBio,BSAM,115,2018
BSED-Soc Stud,BSDC,BSCM,115,2018
BSN,BSCS,BSEMC,115,2018
BSED-Sci,BSED-Eng,BAB,115,2018
BSN,BSBio,BSTM,115,2018
BSBio,BSIT,BCAED,115,2018
BSED-Soc Stud,ABFL,AB Pol Sci,115,2018
BSBio,BSN,BSCS,115,2018
BSN,BSBio,BSTM,115,2018
BSED-Soc Stud,BSED-Fil,ABELS,115,2018
ABFL,NONE,BCAED,115,2018
BSN,BSBio,BSAM,115,2018
BSBio,BSN,BSTM,115,2018
BSN,BSBio,AB Pol Sci,115,2018
BSN,BSBio,AB Pol Sci,115,2018
BSN,BSBio,NONE,115,2018
BSN,BSBA-FM,BSED-Math,115,2018
BSBio,BSDC,BSCS,115,2018
BSED-Eng,AB Pol Sci,BSN,115,2018
BSN,BSAM,BSED-Math,115,2018
BSBio,BSIT,BSN,115,2018
ABFL,BAB,BAJ,115,2018
BSN,BSBio,AB Pol Sci,115,2018
BSIT,BSCS,BSBio,115,2018
BSN,BSBio,BAJ,115,2018
BAJ,BPA,AB Pol Sci,115,2018
BAB,ABFL,BPA,115,2018
BSTM,ABELS,BAJ,115,2018
BSBA-OM,BSCM,BAJ,115,2018
BSBA-OM,AB Pol Sci,ABFL,115,2018
ABELS,BSED-Sci,BAJ,115,2018
BSTM,BSBA-FM,NONE,115,2018
BSN,BSBio,AB Pol Sci,115,2018
BSN,BSBio,BSAM,115,2018
BSBA-FM,BAJ,BSED-Eng,115,2018
BSCS,BSBA-FM,BSBio,115,2018
BSN,BSBio,ABFL,115,2018
BSBio,BSN,BSNED-Gen,115,2018
BSBA-FM,BSN,NONE,115,2018
BSBA-FM,BSBA-OM,AB Pol Sci,115,2018
BSBA-FM,BSED-Eng,NONE,115,2018
BSBA-FM,BAB,BSBio,115,2018
BSBio,AB Pol Sci,BAB,115,2018
BSED-Eng,BEED,BECEd,114,2018
BSBio,BAJ,AB Pol Sci,114,2018
BSIS,BSBio,AB Pol Sci,114,2018
BSN,BSAM,AB Pol Sci,114,2018
BAJ,BSDC,ABFL,114,2018
BSHM,BSBA-OM,BSBA-FM,114,2018
BSBio,BSN,BSESS,114,2018
BSBio,BSN,ABFL,114,2018
BSN,BSBio,NONE,114,2018
BSNED-Gen,BSNED-TDHL,BECEd,114,2018
BSCS,BSIT,BSBA-FM,114,2018
BSN,BSBio,BSTM,114,2018
BSN,BSBio,BSTM,114,2018
AB Pol Sci,BSBA-FM,BSAM,114,2018
BAB,BSIT,BSCS,114,2018
AB Pol Sci,BSBio,ABFL,114,2018
BSN,BSTM,BPA,114,2018
AB Pol Sci,ABFL,BAJ,114,2018
AB Pol Sci,ABFL,BSAM,114,2018
BSN,NONE,NONE,114,2018
BSED-Soc Stud,ABFL,AB Pol Sci,114,2018
BSBio,BSN,BAJ,114,2018
BSN,BSBio,NONE,114,2018
BSN,BSBio,BAB,114,2018
BSN,BSEMC,BSBio,114,2018
BSBio,AB Pol Sci,BSCS,114,2018
BSBio,BSN,BSDC,114,2018
BSED-Eng,ABFL,BSDC,114,2018
BSN,BSBio,BAB,114,2018
BSDC,BSED-Eng,AB Pol Sci,114,2018
BSN,BAB,BSTM,114,2018
BSN,BSBio,BSBA-FM,114,2018
BSN,BSBio,BSCS,114,2018
BSN,BSBio,BSBA-FM,114,2018
BSN,BSBio,BSAM,114,2018
BPA,BCAED,BPEDD,114,2018
BSBio,BSN,AB Pol Sci,114,2018
BSN,BSBio,AB Pol Sci,114,2018
BSBio,BSBA-FM,BSCM,114,2018
BSN,BSBio,NONE,114,2018
BSBA-OM,BSED-Eng,BSHM,114,2018
BSBA-FM,BSBA-OM,BSDC,114,2018
BSBio,BSN,BSCS,114,2018
BSN,BSBio,BSED-Fil,114,2018
BSN,BSCS,BSIT,114,2018
BSBio,BSED-Sci,BSN,114,2018
BSN,BSBio,BSTM,114,2018
BSBA-FM,BSBA-OM,BSCM,114,2018
BSBio,BSN,BSBA-OM,114,2018
BSN,BSBio,BSIT,114,2018
BSBA-OM,BCAED,BAB,114,2018
BSN,BAB,AB Pol Sci,114,2018
BSBA-FM,BSCS,BSTM,114,2018
BSN,BSBio,BPEDD,114,2018
BSN,BSBio,BSTM,114,2018
BSN,BSBio,BSCS,114,2018
BSN,BSBio,ABFL,114,2018
BSBA-FM,BSN,BSTM,114,2018
BSN,BSBio,AB Pol Sci,114,2018
BSNED-Gen,ABFL,AB Pol Sci,114,2018
BSN,BSNED-TDHL,BSBio,114,2018
BSBio,BSBA-FM,BSIT,114,2018
BSBA-FM,BSBA-OM,BSCM,113,2018
BSN,BSBio,BSED-Sci,113,2018
BSIS,BSED-Eng,AB Pol Sci,113,2018
BSBio,BSN,BSED-Sci,113,2018
BSED-Soc Stud,AB Pol Sci,BAJ,113,2018
BSN,BSBio,ABFL,113,2018
BSBio,AB Pol Sci,BSIT,113,2018
BSBio,BSN,AB Pol Sci,113,2018
BSBA-FM,BSED-Sci,BEED,113,2018
BSBio,BSN,AB Pol Sci,113,2018
BSED-Math,BSAM,BSBio,113,2018
BSED-Sci,BPEDD,BAB,113,2018
BSN,BSBio,BSBio,113,2018
BSED-Soc Stud,BAJ,BSHM,113,2018
BSN,BSED-Math,BAB,113,2018
ABFL,BSNED-Gen,BSBio,113,2018
BSN,BSBio,BAJ,113,2018
BSN,BSBio,AB Pol Sci,113,2018
BSN,BSBio,BPEDD,113,2018
BSN,BSBio,BSIT,113,2018
BSN,BSBio,BSCS,113,2018
BSN,BSBio,BSED-Sci,113,2018
BSHM,BSBA-FM,BSTM,113,2018
BSTM,BSAM,BSBA-FM,113,2018
BSN,BSIT,BSCS,113,2018
AB Pol Sci,ABFL,BSED-Eng,113,2018
AB Pol Sci,BAB,NONE,113,2018
BSBA-OM,BSN,BSBio,113,2018
BSN,BSBio,BSED-Sci,113,2018
BSN,BSBio,ABFL,113,2018
ABELS,BSED-Eng,AB Pol Sci,113,2018
BSN,BSBio,NONE,113,2018
BSEMC,BSIT,BSTM,113,2018
ABELS,BAJ,BCAED,113,2018
BSHM,BSTM,BSBA-OM,113,2018
BSIS,BSIT,BSBio,113,2018
BSN,BSTM,ABFL,113,2018
BSIT,BSIS,BSEMC,113,2018
BSTM,BSBA-FM,ABFL,113,2018
BSAM,BSEMC,BSED-Math,113,2018
BSED-Sci,BSBio,BSN,113,2018
BSBio,BSCS,NONE,113,2018
BSN,BSBio,BSED-Eng,113,2018
BSN,BSBio,ABFL,113,2018
BSN,BSBio,BSED-Soc Stud,113,2018
BSBA-FM,BSHM,BSCM,113,2018
BAB,BSTM,BSED-Eng,113,2018
BSBA-FM,BSBA-OM,BSTM,113,2018
BSBA-OM,BAJ,BSIT,113,2018
BSBio,BSN,ABFL,113,2018
BSBA-FM,BSTM,BSIT,113,2018
BSN,BSBio,BSTM,113,2018
BSBio,BSN,BSAM,113,2018
BSBio,BSN,NONE,113,2018
BSBio,BSN,BSTM,113,2018
BSBio,ABFL,NONE,113,2018
BSN,BSBio,BSDC,113,2018
BSN,BSBio,ABELS,113,2018
BSN,BSBA-FM,BECEd,113,2018
BSED-Eng,BPA,ABFL,113,2018
BSBA-FM,BSBA-OM,BSAM,113,2018
ABFL,BAJ,BSBA-FM,112,2018
BSIT,BSCS,BSHM,112,2018
BSN,BSBio,NONE,112,2018
BSED-Soc Stud,BSED-Sci,ABELS,112,2018
BSN,BSED-Sci,AB Pol Sci,112,2018
BSBio,BSN,BSTM,112,2018
BSN,ABFL,BSED-Eng,112,2018
BSBA-FM,BSAM,BSN,112,2018
BSBio,BSAM,BSN,112,2018
BAB,BSBio,BSN,112,2018
ABFL,BLIS,BSBio,112,2018
BSDC,BSTM,BSBA-FM,112,2018
BSAM,BSED-Math,BSED-Sci,112,2018
BSN,BSBio,BAJ,112,2018
BSBio,BSED-Sci,BSIS,112,2018
BSN,BSBio,BSAM,112,2018
BSHM,BSBA-OM,BSBA-FM,112,2018
ABELS,BSED-Eng,BSN,112,2018
BSBA-FM,BSBA-OM,BSED-Math,112,2018
BSN,BSTM,BSBio,112,2018
BSN,NONE,NONE,112,2018
BSN,BSBio,BSED-Sci,112,2018
BAJ,BSTM,BSBio,112,2018
AB Pol Sci,BSTM,BAJ,112,2018
AB Pol Sci,BAB,BSTM,112,2018
AB Pol Sci,ABFL,BSED-Soc Stud,112,2018
BSED-Eng,BSHM,BSBio,112,2018
BSN,BSIT,AB Pol Sci,112,2018
BSN,BSBio,BPA,112,2018
BSN,BSBio,BSED-Sci,112,2018
BSN,BSBio,BSTM,112,2018
BSN,BSBio,BAJ,112,2018
BSBio,BSN,NONE,112,2018
BSBio,BSN,BSCS,112,2018
BSBio,BSBA-FM,BSN,112,2018
BSN,BSTM,BSBio,112,2018
BSN,BSIT,BSBA-FM,112,2018
BSN,BSCS,BSBio,112,2018
BSN,ABFL,BSBA-OM,112,2018
BSBA-FM,BSBA-OM,BSDC,112,2018
BSAM,BSBio,BSN,112,2018
BSIS,BSED-Sci,BSED-Soc Stud,112,2018
BSN,BSBio,BSEMC,112,2018
BSBA-FM,BSAM,BAB,112,2018
BSN,BSAM,BSNED-Gen,112,2018
BSDC,ABFL,BSBio,112,2018
ABFL,BAJ,BSED-Eng,112,2018
BSED-Sci,BSN,BSBio,112,2018
BSN,BSBio,BSBA-OM,112,2018
BSN,BSBio,BSTM,112,2018
BSN,BSBio,NONE,112,2018
BSBA-FM,BSBA-OM,BSAM,112,2018
BSN,BSBio,BSNED-TDHL,112,2018
BSAM,BSCS,BSIT,112,2018
BPEDD,BCAED,BPA,112,2018
BSN,BSBio,AB Pol Sci,112,2018
BSED-Eng,BSED-Fil,BSED-Math,112,2018
BSHM,BPEDD,BSN,112,2018
BSBA-FM,BSTM,BSIT,112,2018
BAJ,BSED-Soc Stud,NONE,112,2018
ABELS,BSBA-FM,BSBA-OM,112,2018
BSN,BSBio,BSED-Eng,112,2018
BSCS,AB Pol Sci,BSIT,112,2018
BSN,BSBio,NONE,112,2018
BSN,BSBio,NONE,112,2018
BSN,BSNED-TDHL,ABFL,112,2018
BSBio,BSN,BSAM,112,2018
ABELS,AB Pol Sci,BSN,112,2018
BAJ,BSED-Eng,ABFL,112,2018
BSCS,BSIS,BSIT,112,2018
BSN,BSBio,BSTM,112,2018
BSEMC,BSIT,BSDC,112,2018
BSIS,BSIT,ABFL,112,2018
BSN,BSBio,BSIT,111,2018
BSAM,BSED-Soc Stud,BSBA-FM,111,2018
BSBA-FM,BAJ,BSAM,111,2018
BSED-Eng,ABFL,ABELS,111,2018
BSN,BSBio,BSNED-TDHL,111,2018
BSN,BSBio,AB Pol Sci,111,2018
BSN,BSBio,BSIT,111,2018
BSED-Fil,BSED-Eng,BSIT,111,2018
BSN,BSIT,BSBio,111,2018
BSN,BSBio,BSBA-FM,111,2018
AB Pol Sci,BSED-Eng,ABELS,111,2018
BSN,BSBio,BSTM,111,2018
AB Pol Sci,BSBA-FM,NONE,111,2018
AB Pol Sci,BCAED,BSED-Soc Stud,111,2018
AB Pol Sci,BSBio,BSED-Soc Stud,111,2018
BSN,BSBio,NONE,111,2018
BSBA-FM,BSHM,BSTM,111,2018
BSBio,BSAM,BSCS,111,2018
BSCS,BSIS,BSIT,111,2018
BSBio,BSN,BSED-Eng,111,2018
BSN,BSBio,ABELS,111,2018
BSN,BSBio,BSED-Sci,111,2018
BSN,BSBio,BSAM,111,2018
BSN,BEED,BSED-Math,111,2018
BSN,BSBio,BSAM,111,2018
BSN,BSBio,AB Pol Sci,111,2018
BSED-Soc Stud,BSED-Eng,BSED-Sci,111,2018
BSN,NONE,NONE,111,2018
BSED-Sci,BSBio,ABELS,111,2018
BSN,BSBio,NONE,111,2018
BSN,NONE,NONE,111,2018
BSBA-FM,BSN,BSHM,111,2018
BSN,BSBio,BSCS,111,2018
BSN,BSBio,ABFL,111,2018
BSN,BSIT,BSCS,111,2018
BSED-Math,BSBA-FM,BSN,111,2018
BSN,BSBio,BSTM,111,2018
BSN,BSBio,BSTM,111,2018
BSN,BSBio,NONE,111,2018
BSBio,BSAM,BSIT,111,2018
BSBio,BSN,AB Pol Sci,111,2018
BSBio,ABFL,BSCS,111,2018
BSN,BSBio,NONE,111,2018
BSBA-FM,BSBA-OM,AB Pol Sci,111,2018
BSN,BSHM,BSBio,111,2018
BSBio,BSED-Sci,BSN,111,2018
BSED-Eng,ABELS,ABFL,111,2018
BSCS,BSIT,BAB,111,2018
BSN,BSTM,BSBio,111,2018
BSN,BSAM,BSED-Sci,111,2018
BSBio,BSN,BSED-Sci,111,2018
BSBio,BAJ,BSN,111,2018
BSBA-OM,BSTM,BEED,111,2018
BSBio,BSN,NONE,111,2018
BSN,BSBio,AB Pol Sci,111,2018
BSBio,BSN,NONE,111,2018
BSN,BAB,BSTM,111,2018
ABFL,BSCS,ABELS,111,2018
BSN,BSBio,BSIT,111,2018
BSBA-FM,BSAM,BSED-Math,111,2018
BSN,BSBio,BAB,111,2018
BSN,BSBio,BEED,111,2018
ABFL,AB Pol Sci,ABELS,111,2018
BSCS,BSAM,BSIT,111,2018
BSN,BSBio,BAJ,111,2018
BAJ,BSBA-FM,BSIT,111,2018
BSBA-FM,BSCS,NONE,111,2018
BSBA-FM,BSCM,BSED-Eng,110,2018
BSAM,BSN,ABFL,110,2018
BSED-Sci,BSBio,BSED-Soc Stud,110,2018
BSAM,BSBA-OM,BSBA-FM,110,2018
BSBA-FM,BSAM,BSBio,110,2018
ABFL,BSN,BSBio,110,2018
BSED-Soc Stud,AB Pol Sci,BEED,110,2018
BSN,BSBio,BSTM,110,2018
BSBA-FM,BSBA-OM,NONE,110,2018
BSIT,BAJ,BSTM,110,2018
BSN,BSBio,BSED-Sci,110,2018
BEED,BSNED-Gen,BSED-Math,110,2018
BSBio,BSN,BSDC,110,2018
